Obs_No,Date,Time,Loc_Type,Age,Gender,Residency_Year,Own_Refrigerator?,Own_Washing_Machine?,Own_TV?,Own_Ceiling_fan?,Own_Exhaust_Fan?,Own_Air-cooler?,Own_AC?,Own_Computer?,Others?,Metabolic_Rate  [W/m2],Clothing_insulation,Window_Status,Balcony_Door,Door_Status,Window_Curtains,Lights,Exhaust_fans,Ceiling_fans,Air-coolers,AC,Temperature_Indoor [C],Temperature_Indoor_Globe [C],Relative_Humidity_Indoor [%],Air_Speed_Indoor [m/s],Illumination_Indoor [LUX],Temperature_Outdoor [C],Relative_Humidity_Outdoor [%]
115,"Sunday, January 20, 2019",17:59,L1,20,Male ,3 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.29,close,close,close,Not Available,on,off,off,Not Available,Not Available,28.6,28.5,61.8,0,70,27.5,83.4
116,"Sunday, May 5, 2019",12:04,L1,20,Male ,3 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.3,open ,close,open ,Not Available,on,on,on,Not Available,Not Available,31,31.4,58.1,0.43,40,30,83.4
117,"Sunday, May 5, 2019",14:37,L1,20,Male ,3 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.3,open ,close,open ,Not Available,on,on,on,Not Available,Not Available,31.2,31.6,59.4,0.12,52,30,83.4
118,"Sunday, May 5, 2019",18:05,L1,20,Male ,3 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.3,open ,close,open ,Not Available,on,on,on,Not Available,Not Available,31,31.6,64.1,0.24,40,30,83.4
119,"Sunday, January 20, 2019",11:50,L1,35,Female,3 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.39,close,close,open ,Not Available,on,off,off,Not Available,Not Available,28.6,28.9,62.3,0,104,27.5,83.4
120,"Sunday, January 20, 2019",14:23,L1,35,Female,3 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,2,0.39,open ,close,open ,Not Available,on,off,on,Not Available,Not Available,29.3,29.5,59.1,0.09,126,27.5,83.4
121,"Sunday, January 20, 2019",17:56,L1,35,Female,3 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.29,close,close,close,Not Available,on,off,off,Not Available,Not Available,28.6,28.5,61.6,0,55,27.5,83.4
122,"Sunday, May 5, 2019",12:02,L1,35,Female,3 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,2,0.29,open ,close,open ,Not Available,on,on,on,Not Available,Not Available,30.9,31.3,58.2,0.38,46,30,83.4
123,"Sunday, May 5, 2019",14:38,L1,35,Female,3 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,2,0.29,open ,close,open ,Not Available,on,on,on,Not Available,Not Available,31.3,31.4,58.1,0,14,30,83.4
124,"Sunday, May 5, 2019",18:07,L1,35,Female,3 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1.2,0.29,open ,close,open ,Not Available,on,on,on,Not Available,Not Available,31.1,31.6,64.6,0.63,41,30,83.4
125,"Sunday, January 20, 2019",11:57,L1,32,Female,3 years,Yes,Yes,No,Yes,Yes,No,Yes,No,No,0.9,0.51,open ,close,open ,Down,on,off,on,Not Available,Not Available,28.5,28.8,54.9,0.29,92,27.5,83.4
126,"Sunday, January 20, 2019",14:14,L1,32,Female,3 years,Yes,Yes,No,Yes,Yes,No,Yes,No,No,0.9,0.51,open ,close,open ,Down,on,off,on,Not Available,Not Available,28.5,29.6,46.7,0.56,34,27.5,83.4
127,"Sunday, January 20, 2019",12:00,L1,30,Female,5 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.56,close,close,open ,Not Available,on,off,on,Not Available,Not Available,28,28.7,54.6,0.92,105,27.5,83.4
128,"Sunday, January 20, 2019",14:53,L1,30,Female,5 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.56,close,close,open ,Not Available,off,off,on,Not Available,Not Available,28.4,29.3,57.1,0.64,7,27.5,83.4
129,"Sunday, January 20, 2019",18:19,L1,30,Female,5 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1.9,0.56,close,close,open ,Not Available,on,off,on,Not Available,Not Available,28.3,28.9,60.1,0.75,76,27.5,83.4
130,"Sunday, May 5, 2019",12:08,L1,30,Female,5 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,2,0.41,open ,close,open ,Not Available,off,off,on,Not Available,Not Available,31,31.5,60.4,0.21,7,30,83.4
131,"Sunday, May 5, 2019",14:40,L1,30,Female,5 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,2,0.41,close,close,open ,Down,on,off,off,Not Available,Not Available,31.5,31.6,60.8,0.1,13,30,83.4
132,"Monday, August 20, 2018",11:10,L1,18,Female,2 years,Yes,No,Yes,Yes,Yes,No,No,No,No,1.9,0.71,close,close,open ,Not Available,on,off,on,Not Available,Not Available,28,27,81.8,0.28,59,27.1,83.4
133,"Monday, August 20, 2018",11:15,L1,21,Female,2 years,Yes,No,Yes,Yes,Yes,No,No,No,No,2,0.51,close,close,open ,Not Available,on,off,on,Not Available,Not Available,28.4,27.3,81.5,0.32,65,27.1,80.6
134,"Monday, August 20, 2018",11:20,L1,45,Female,2 years,Yes,No,Yes,Yes,Yes,No,No,No,No,2,0.51,close,close,open ,Not Available,on,off,on,Not Available,Not Available,28.6,27.3,81.2,0.2,67,27.1,80.6
135,"Monday, August 20, 2018",11:55,L1,17,Female,1 year,Yes,Yes,No,Yes,Yes,Yes,No,No,No,1.9,0.51,open ,close,open ,Up,on,off,on,Not Available,Not Available,27.5,27.4,86.1,0.36,133,27.1,80.6
136,"Monday, August 20, 2018",14:30,L1,17,Female,1 year,Yes,Yes,No,Yes,Yes,Yes,No,No,No,2,0.39,open ,close,open ,Up,on,off,on,Not Available,Not Available,27.8,27.3,84.3,0.28,53,27.1,80.6
137,"Monday, August 20, 2018",19:35,L1,17,Female,1 year,Yes,Yes,No,Yes,Yes,Yes,No,No,No,0.9,0.39,open ,close,open ,Down,on,off,on,Not Available,Not Available,27.4,27.2,80.8,0.54,65,27.1,80.6
138,"Monday, May 6, 2019",11:58,L1,17,Female,1 year,Yes,Yes,No,Yes,Yes,Yes,No,No,No,0.9,0.51,open ,close,open ,Up,off,off,off,Not Available,Not Available,31.3,31.7,65,0.11,63,29.8,80.6
139,"Monday, May 6, 2019",14:42,L1,17,Female,1 year,Yes,Yes,No,Yes,Yes,Yes,No,No,No,0.9,0.51,open ,close,open ,Up,on,off,off,Not Available,Not Available,31,31.6,65.3,1.15,47,29.8,80.6
140,"Monday, August 20, 2018",12:00,L1,37,Female,1 year,Yes,Yes,No,Yes,Yes,Yes,No,No,No,2,0.51,open ,close,open ,Up,on,off,on,Not Available,Not Available,27.4,27.9,85.5,0.26,129,27.1,80.6
141,"Monday, August 20, 2018",14:34,L1,37,Female,1 year,Yes,Yes,No,Yes,Yes,Yes,No,No,No,2,0.41,open ,close,open ,Up,on,off,on,Not Available,Not Available,27.6,27.6,84.3,0.4,57,27.1,80.6
142,"Monday, August 20, 2018",19:24,L1,37,Female,1 year,Yes,Yes,No,Yes,Yes,Yes,No,No,No,2,0.41,open ,close,open ,Down,on,off,on,Not Available,Not Available,27.9,27.3,81.6,0.16,30,27.1,80.6
143,"Monday, May 6, 2019",12:02,L1,37,Female,1 year,Yes,Yes,No,Yes,Yes,Yes,No,No,No,1.9,0.51,open ,close,open ,Up,off,off,off,Not Available,Not Available,31.2,31.7,65,0.11,63,29.8,80.6
144,"Monday, May 6, 2019",14:37,L1,37,Female,1 year,Yes,Yes,No,Yes,Yes,Yes,No,No,No,1.9,0.41,open ,close,open ,Up,off,off,off,Not Available,Not Available,31,31.5,65.7,0.72,40,29.8,80.6
145,"Monday, August 20, 2018",12:05,L1,18,Female,1 year,Yes,Yes,No,Yes,Yes,Yes,No,No,No,1.2,0.46,open ,close,open ,Up,on,off,on,Not Available,Not Available,27.4,27.4,83.2,0.54,129,27.1,80.6
146,"Monday, August 20, 2018",14:35,L1,18,Female,1 year,Yes,Yes,No,Yes,Yes,Yes,No,No,No,0.9,0.76,open ,close,open ,Up,on,off,on,Not Available,Not Available,27.8,27.7,85.2,0.29,56,27.1,80.6
147,"Monday, August 20, 2018",19:38,L1,18,Female,1 year,Yes,Yes,No,Yes,Yes,Yes,No,No,No,2,0.76,open ,close,open ,Down,on,off,on,Not Available,Not Available,27.9,27.2,82.2,0.19,42,27.1,80.6
148,"Monday, May 6, 2019",12:07,L1,18,Female,1 year,Yes,Yes,No,Yes,Yes,Yes,No,No,No,1.9,0.43,open ,close,open ,Up,off,off,off,Not Available,Not Available,31.4,31.5,65.1,0.11,22,29.8,80.6
149,"Monday, May 6, 2019",14:39,L1,18,Female,1 year,Yes,Yes,No,Yes,Yes,Yes,No,No,No,0.9,0.43,open ,close,open ,Up,off,off,on,Not Available,Not Available,31.1,31.5,65,0.45,21,29.8,80.6
150,"Monday, August 20, 2018",12:11,L1,29,Female,Less than 1 year,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1.9,0.41,open ,close,open ,Down,on,off,on,Not Available,Not Available,28.4,27.3,84.3,0.66,42,27.1,80.6
151,"Monday, August 20, 2018",16:27,L1,29,Female,Less than 1 year,Yes,Yes,Yes,Yes,Yes,No,No,No,No,2,0.41,open ,close,open ,Down,on,on,on,Not Available,Not Available,28.9,27.7,79.6,0.23,49,27.1,80.6
152,"Monday, August 20, 2018",19:00,L1,29,Female,Less than 1 year,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1.9,0.51,close,close,open ,Down,on,on,on,Not Available,Not Available,28,26.9,85.1,0.18,55,27.1,80.6
153,"Monday, August 20, 2018",12:20,L1,35,Female,Less than 1 year,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1.2,0.46,open ,close,open ,Not Available,off,off,on,off,Not Available,28.8,27.7,83.8,0.15,103,27.1,80.6
154,"Monday, August 20, 2018",15:30,L1,35,Female,Less than 1 year,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1.9,0.46,open ,close,open ,Down,on,off,on,on,Not Available,28.5,27.7,86,1.06,12,27.1,80.6
155,"Monday, August 20, 2018",19:12,L1,35,Female,Less than 1 year,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1.2,0.56,open ,close,open ,Down,on,off,on,off,Not Available,27.9,28.1,83.8,1.72,88,27.1,80.6
156,"Wednesday, January 23, 2019",15:16,L1,35,Female,Less than 1 year,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1.2,0.56,close,close,open ,Down,on,off,on,off,Not Available,26.2,26.8,54.2,0.13,120,24.3,80.6
157,"Monday, May 6, 2019",12:41,L1,35,Female,Less than 1 year,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1.2,0.41,close,close,open ,Not Available,on,off,on,off,Not Available,31,31.2,73.9,0.25,40,29.8,80.6
158,"Monday, May 6, 2019",14:19,L1,35,Female,Less than 1 year,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,2,0.41,close,close,open ,Not Available,on,off,on,off,Not Available,31.3,32.3,70.1,0.12,75,29.8,80.6
159,"Monday, August 20, 2018",12:28,L1,48,Male ,Less than 1 year,Yes,Yes,Yes,Yes,No,Yes,No,No,No,2,0.5,open ,close,open ,Not Available,on,Not Available,on,on,Not Available,28.3,27.8,83.8,0.45,22,27.1,80.6
160,"Monday, August 20, 2018",16:55,L1,48,Male ,Less than 1 year,Yes,Yes,Yes,Yes,No,Yes,No,No,No,1.2,0.55,open ,close,open ,Not Available,on,Not Available,on,off,Not Available,28.8,27.6,84.9,0.16,40,27.1,80.6
161,"Monday, August 20, 2018",19:15,L1,48,Male ,Less than 1 year,Yes,Yes,Yes,Yes,No,Yes,No,No,No,2,0.55,open ,close,open ,Down,on,Not Available,off,off,Not Available,28.3,28.4,83,0.21,148,27.1,80.6
162,"Monday, August 20, 2018",12:30,L1,16,Female,3 years,Yes,No,No,Yes,No,No,No,No,No,1.9,0.66,open ,close,open ,Not Available,on,Not Available,on,Not Available,Not Available,28.3,27.5,83.8,0.45,22,27.1,80.6
163,"Monday, August 20, 2018",16:06,L1,16,Female,3 years,Yes,No,No,Yes,No,No,No,No,No,1.9,0.66,open ,close,open ,Not Available,on,Not Available,on,Not Available,Not Available,28.2,27.2,83.4,0.36,11,27.1,80.6
164,"Monday, August 20, 2018",19:08,L1,16,Female,3 years,Yes,No,No,Yes,No,No,No,No,No,0.9,0.66,open ,close,open ,Not Available,on,Not Available,off,Not Available,Not Available,29,27.2,83.2,0.15,4,27.1,80.6
165,"Wednesday, January 23, 2019",15:20,L1,16,Female,3 years,Yes,No,No,Yes,No,No,No,No,No,1.2,0.71,open ,close,open ,up,on,Not Available,off,Not Available,Not Available,27.1,26.8,56.1,0,76,24.3,80.6
166,"Wednesday, January 23, 2019",17:58,L1,16,Female,3 years,Yes,No,No,Yes,No,No,No,No,No,0.9,0.71,open ,close,open ,up,on,Not Available,off,Not Available,Not Available,26,26.1,54.5,0,17,24.3,80.6
167,"Monday, May 6, 2019",12:51,L1,16,Female,3 years,Yes,No,No,Yes,No,No,No,No,No,0.9,0.66,open ,close,open ,Not Available,on,Not Available,off,Not Available,Not Available,31.1,31.3,68.7,0.11,39,29.8,80.6
168,"Monday, May 6, 2019",14:30,L1,16,Female,3 years,Yes,No,No,Yes,No,No,No,No,No,1.2,0.56,open ,close,open ,Not Available,off,Not Available,on,Not Available,Not Available,31.2,31.5,66.3,0.26,2,29.8,80.6
169,"Monday, August 20, 2018",12:35,L1,18,Female,3 years,Yes,No,No,Yes,No,No,No,No,No,1.2,0.51,open ,close,open ,Not Available,on,Not Available,on,Not Available,Not Available,28,27.4,83.5,0.89,28,27.1,80.6
170,"Monday, August 20, 2018",16:10,L1,18,Female,3 years,Yes,No,No,Yes,No,No,No,No,No,0.9,0.51,open ,close,open ,Not Available,on,Not Available,on,Not Available,Not Available,28.3,27.2,82.6,0.72,8,27.1,80.6
171,"Monday, August 20, 2018",19:05,L1,18,Female,3 years,Yes,No,No,Yes,No,No,No,No,No,1.2,0.51,open ,close,open ,Not Available,on,Not Available,on,Not Available,Not Available,28.9,27.1,84.5,0.32,38,27.1,80.6
172,"Tuesday, January 22, 2019",11:24,L1,18,Female,3 years,Yes,No,No,Yes,No,No,No,No,No,0.9,0.51,open ,close,open ,Down,on,Not Available,off,Not Available,Not Available,26.2,26.9,63.9,0.03,30,24.8,80.6
173,"Wednesday, January 23, 2019",17:24,L1,18,Female,3 years,Yes,No,No,Yes,No,No,No,No,No,1.9,0.51,close,close,open ,Down,on,Not Available,off,Not Available,Not Available,26.7,25.9,59.3,0,56,24.3,80.6
174,"Monday, May 6, 2019",12:47,L1,18,Female,3 years,Yes,No,No,Yes,No,No,No,No,No,1.9,0.51,open ,close,open ,Not Available,on,Not Available,off,Not Available,Not Available,31,31.2,68.3,0.11,37,29.8,80.6
175,"Monday, May 6, 2019",14:26,L1,18,Female,3 years,Yes,No,No,Yes,No,No,No,No,No,0.9,0.51,open ,close,open ,Not Available,off,Not Available,on,Not Available,Not Available,31.2,31.3,66.4,0.15,2,29.8,80.6
176,"Monday, August 20, 2018",12:50,L1,55,Female,2 years,Yes,Yes,No,Yes,No,No,No,No,No,0.9,0.41,open ,close,open ,Down,on,Not Available,on,Not Available,Not Available,30.4,28,80.7,0.93,18,27.1,80.6
177,"Monday, August 20, 2018",14:55,L1,55,Female,2 years,Yes,Yes,No,Yes,No,No,No,No,No,0.9,0.41,open ,close,open ,Up,off,Not Available,on,Not Available,Not Available,28.9,27.8,82.3,0.53,9,27.1,76.6
178,"Monday, August 20, 2018",17:50,L1,55,Female,2 years,Yes,Yes,No,Yes,No,No,No,No,No,0.9,0.41,open ,close,open ,Down,off,Not Available,on,Not Available,Not Available,29.3,27.7,79.4,0.22,46,27.1,76.6
179,"Monday, August 20, 2018",12:57,L1,25,Female,2 years,Yes,Yes,No,Yes,No,No,No,No,No,1.2,0.41,open ,close,open ,Down,on,Not Available,on,Not Available,Not Available,30.5,28.4,80.4,0.21,14,27.1,76.6
180,"Monday, August 20, 2018",14:59,L1,25,Female,2 years,Yes,Yes,No,Yes,No,No,No,No,No,1.2,0.41,open ,close,open ,Up,off,Not Available,on,Not Available,Not Available,29.1,27.8,81.2,0.56,4,27.1,76.6
181,"Monday, August 20, 2018",17:52,L1,25,Female,2 years,Yes,Yes,No,Yes,No,No,No,No,No,1.2,0.41,open ,close,open ,Down,on,Not Available,on,Not Available,Not Available,29.1,27.7,79.8,0.36,38,27.1,76.6
182,"Monday, August 20, 2018",13:00,L1,72,Female,1 year,Yes,No,No,Yes,No,No,No,No,No,1.2,0.38,close,close,open ,Not Available,on,Not Available,on,Not Available,Not Available,28.3,27.8,86.5,0.23,28,27.1,76.6
183,"Monday, August 20, 2018",15:40,L1,72,Female,1 year,Yes,No,No,Yes,No,No,No,No,No,1.2,0.38,close,close,open ,Not Available,on,Not Available,on,Not Available,Not Available,28.3,27.4,86.1,0.26,69,27.1,76.6
184,"Monday, August 20, 2018",17:55,L1,72,Female,1 year,Yes,No,No,Yes,No,No,No,No,No,2,0.78,close,close,open ,Not Available,on,Not Available,on,Not Available,Not Available,28.4,27.8,84.8,0.11,13,27.1,76.6
185,"Wednesday, January 23, 2019",15:40,L1,72,Female,1 year,Yes,No,No,Yes,No,No,No,No,No,1.2,0.43,open ,close,open ,Not Available,on,Not Available,off,Not Available,Not Available,26.1,26.7,57.3,0,96,24.3,76.6
186,"Wednesday, January 23, 2019",17:42,L1,72,Female,1 year,Yes,No,No,Yes,No,No,No,No,No,0.9,0.78,open ,close,open ,Not Available,on,Not Available,on,Not Available,Not Available,25.5,26.6,54,0.15,222,24.3,76.6
187,"Monday, May 6, 2019",11:50,L1,72,Female,1 year,Yes,No,No,Yes,No,No,No,No,No,1.2,0.78,close,close,open ,Not Available,on,Not Available,on,Not Available,Not Available,31.8,32.2,71.2,0.17,52,29.8,76.6
188,"Monday, May 6, 2019",14:12,L1,72,Female,1 year,Yes,No,No,Yes,No,No,No,No,No,0.9,0.78,close,close,open ,Not Available,on,Not Available,on,Not Available,Not Available,32.1,32.2,70,0.34,130,29.8,76.6
189,"Wednesday, January 23, 2019",15:45,L1,26,Female,1 year,Yes,No,No,Yes,No,No,No,No,No,1.2,0.51,open ,close,open ,Not Available,on,Not Available,off,Not Available,Not Available,26.5,26.8,56,0,98,24.3,76.6
190,"Wednesday, January 23, 2019",17:49,L1,26,Female,1 year,Yes,No,No,Yes,No,No,No,No,No,0.7,0.51,open ,close,open ,Not Available,on,Not Available,off,Not Available,Not Available,25.7,26,55.2,0,100,24.3,76.6
191,"Monday, May 6, 2019",11:52,L1,26,Female,1 year,Yes,No,No,Yes,No,No,No,No,No,1.2,0.51,close,close,open ,Not Available,on,Not Available,on,Not Available,Not Available,31.8,31.8,71.9,0.28,55,29.8,76.6
192,"Monday, May 6, 2019",14:15,L1,26,Female,1 year,Yes,No,No,Yes,No,No,No,No,No,2,1.37,close,close,open ,Not Available,on,Not Available,on,Not Available,Not Available,32.1,32.4,68.5,0.26,34,29.8,76.6
193,"Monday, August 20, 2018",13:10,L1,16,Female,Less than 1 year,No,No,Yes,Yes,No,No,No,No,No,1.2,0.41,open ,close,open ,Not Available,on,Not Available,on,Not Available,Not Available,29.4,28.2,87.4,0.34,39,27.1,76.6
194,"Monday, August 20, 2018",15:47,L1,16,Female,Less than 1 year,No,No,Yes,Yes,No,No,No,No,No,0.9,0.41,close,close,open ,Not Available,on,Not Available,on,Not Available,Not Available,28.8,27.8,81.2,0.25,129,27.1,76.6
195,"Monday, August 20, 2018",18:05,L1,16,Female,Less than 1 year,No,No,Yes,Yes,No,No,No,No,No,1.2,0.41,close,close,open ,Not Available,on,Not Available,on,Not Available,Not Available,28.3,27.2,82.5,0.54,12,27.1,76.6
196,"Monday, August 20, 2018",13:15,L1,32,Female,Less than 1 year,No,No,Yes,Yes,No,No,No,No,No,2,0.41,open ,close,open ,Not Available,on,Not Available,on,Not Available,Not Available,29.5,28.3,84.7,0.35,22,27.1,76.6
197,"Monday, August 20, 2018",15:45,L1,32,Female,Less than 1 year,No,No,Yes,Yes,No,No,No,No,No,0.7,0.41,close,close,open ,Not Available,on,Not Available,off,Not Available,Not Available,28.7,27.8,81.8,0.12,44,27.1,76.6
198,"Monday, August 20, 2018",19:31,L1,32,Female,Less than 1 year,No,No,Yes,Yes,No,No,No,No,No,1.2,0.41,close,close,open ,Not Available,on,Not Available,on,Not Available,Not Available,28.3,28.3,83.2,0.46,92,27.1,76.6
199,"Wednesday, January 23, 2019",15:42,L1,32,Female,Less than 1 year,No,No,Yes,Yes,No,No,No,No,No,2,0.46,open ,close,open ,Not Available,on,Not Available,off,Not Available,Not Available,26.9,27.1,55.5,0,89,24.3,76.6
200,"Wednesday, January 23, 2019",17:45,L1,32,Female,Less than 1 year,No,No,Yes,Yes,No,No,No,No,No,1.9,0.46,open ,close,open ,Not Available,on,Not Available,on,Not Available,Not Available,25.3,26.3,53.6,0.12,217,24.3,76.6
